Lista de Productos,Precios,Descuento,Marca,Supermercado,Image URL,Lista de Productos Normalizados
mezcla para apanar ajinomix ajinomoto apanado sobre 96 g,S/3.10,0,Ajinomoto,Metro,,[CLS] mezcla para apan ##ar aj ##ino ##mi ##x aj ##ino ##moto apan ##ado sobre 96 g [SEP]
mezcla para apanar maggi apanado 80g,S/3.50,0,Maggi,Metro,,[CLS] mezcla para apan ##ar mag ##gi apan ##ado 80 ##g [SEP]
vinagre tinto florida botella plástica 625 ml,S/3.40,0,Florida,Metro,,[CLS] vin ##ag ##re tin ##to flor ##ida bot ##ella pl ##ástica 625 ml [SEP]
vinagre de manzana perú pride botella 500 ml,S/13.50,0,Perú Pride,Metro,,[CLS] vin ##ag ##re de man ##zana per ##ú pride bot ##ella 500 ml [SEP]
vinagre balsámico filippo berio botella 250 ml,S/. 11.18,24 %,Filippo Berio,Metro,,[CLS] vin ##ag ##re bal ##s ##ám ##ico fil ##ip ##po beri ##o bot ##ella 250 ml [SEP]
sillau kikko botella 500 ml,S/4.60,0,Kikko,Metro,,[CLS] sil ##lau ki ##kko bot ##ella 500 ml [SEP]
sazonador sibarita frasco 80 g,S/5.30,0,Sibarita,Metro,,[CLS] sa ##zona ##dor si ##bari ##ta fra ##sco 80 g [SEP]
sazonador sazón completa badia frasco 3.5 onzas,S/9.50,0,Badia,Metro,,[CLS] sa ##zona ##dor sa ##zón completa bad ##ia fra ##sco 3 . 5 on ##zas [SEP]
salsa ostión alida chiang botella 60 ml,S/9.10,0,Alida Chiang,Metro,,[CLS] salsa osti ##ón ali ##da chia ##ng bot ##ella 60 ml [SEP]
crema de ají y queso alacena huancaína 85g,S/4.80,0,AlaCena,Metro,,[CLS] c ##rema de aj ##í y que ##so ala ##cena hu ##anc ##aí ##na 85 ##g [SEP]
pimienta negra entera sibarita sobre 15 g,S/2.90,0,Sibarita,Metro,,[CLS] pi ##mien ##ta negra enter ##a si ##bari ##ta sobre 15 g [SEP]
pimienta negra entera badia frasco con moledor 2.25 onzas,S/13.90,0,Badia,Metro,,[CLS] pi ##mien ##ta negra enter ##a bad ##ia fra ##sco con mol ##edor 2 . 25 on ##zas [SEP]
paprika badia sobre 1 onza,S/4.19,0,Badia,Metro,,[CLS] pa ##pri ##ka bad ##ia sobre 1 on ##za [SEP]
paprika badia frasco 2 onzas,S/9.40,0,Badia,Metro,,[CLS] pa ##pri ##ka bad ##ia fra ##sco 2 on ##zas [SEP]
hongos con laurel sibarita sobre 10 g,S/2.50,0,Sibarita,Metro,,[CLS] hon ##gos con lau ##rel si ##bari ##ta sobre 10 g [SEP]
culantro verdecito sibarita pack 6 unid,S/4.29,0,Sibarita,Metro,,[CLS] cu ##lant ##ro verde ##cito si ##bari ##ta pack 6 uni ##d [SEP]
crema de ají tarí alacena doypack 85 g,S/4.80,0,AlaCena,Metro,,[CLS] c ##rema de aj ##í tar ##í ala ##cena do ##y ##pac ##k 85 g [SEP]
canela molida badia sobre 0.5 onzas,S/4.19,0,Badia,Metro,,[CLS] cane ##la mol ##ida bad ##ia sobre 0 . 5 on ##zas [SEP]
ajos en pasta sibarita pack 3 unid x 24 g,S/3.20,0,Sibarita,Metro,,[CLS] ajo ##s en pasta si ##bari ##ta pack 3 uni ##d x 24 g [SEP]
tortillas chip mexi nachos bolsa 100 g,S/4.70,0,Mexi Nachos,Metro,,[CLS] to ##rti ##llas chip me ##xi nach ##os bol ##sa 100 g [SEP]
pop corn natural act ii bolsa 80 g,S/4.60,0,Act II,Metro,,[CLS] pop corn natural act ii bol ##sa 80 g [SEP]
pop corn butter act ii pack 3 unid,S/14.70,0,Act II,Metro,,[CLS] pop corn but ##ter act ii pack 3 uni ##d [SEP]
papas en hojuelas lay's ondas clásica 140g,S/4.90,28 %,Frito Lays,Metro,,[CLS] papa ##s en ho ##ju ##elas lay ' s ondas clásica 140 ##g [SEP]
maní natural karinto 100g,S/4.40,0,Karinto,Metro,,[CLS] man ##í natural kar ##into 100 ##g [SEP]
maní crocante salado karinto 200g,S/5.50,31 %,Karinto,Metro,,[CLS] man ##í c ##roca ##nte sala ##do kar ##into 200 ##g [SEP]
habas saladas karinto bolsa 70 gr,S/4.30,0,Karinto,Metro,,[CLS] hab ##as sala ##das kar ##into bol ##sa 70 gr [SEP]
galletas integrackers integrackers salvado de trigo 30g 9un,S/10.00,0,Victoria,Metro,,[CLS] gall ##etas integra ##cker ##s integra ##cker ##s salva ##do de tri ##go 30 ##g 9 ##un [SEP]
sixpack galletas tentación sabor vainilla 47g,S/4.70,0,Victoria,Metro,,[CLS] six ##pac ##k gall ##etas tenta ##ción sabor vain ##illa 47 ##g [SEP]
sixpack galletas tentación sabor coco 47g,S/4.70,0,Victoria,Metro,,[CLS] six ##pac ##k gall ##etas tenta ##ción sabor co ##co 47 ##g [SEP]
sixpack galletas glacitas choconieve 32g,S/5.00,0,Victoria,Metro,,[CLS] six ##pac ##k gall ##etas g ##lac ##itas cho ##con ##ieve 32 ##g [SEP]
sixpack galletas glacitas fresa 32g,S/5.00,0,Victoria,Metro,,[CLS] six ##pac ##k gall ##etas g ##lac ##itas fr ##esa 32 ##g [SEP]
sixpack galletas casino vainilla 47g,S/4.80,0,Victoria,Metro,,[CLS] six ##pac ##k gall ##etas casino vain ##illa 47 ##g [SEP]
sixpack galletas casino chocolate 47g,S/4.60,0,Victoria,Metro,,[CLS] six ##pac ##k gall ##etas casino chocolate 47 ##g [SEP]
galletas naturales nutri deli algarrobina 50g,S/2.99,0,Nutri Deli,Metro,,[CLS] gall ##etas naturales nu ##tri del ##i al ##gar ##ro ##bina 50 ##g [SEP]
galletas integrackers integrackers quinua 36g 9un,S/10.00,0,Victoria,Metro,,[CLS] gall ##etas integra ##cker ##s integra ##cker ##s qui ##nu ##a 36 ##g 9 ##un [SEP]
sixpack wafer sublime power 25g,S/6.20,20 %,Sublime,Metro,,[CLS] six ##pac ##k wa ##fer sub ##lime power 25 ##g [SEP]
galletas con chispas de chocolate mini chips ahoy bolsa 50 g,S/1.44,20 %,Chips Ahoy,Metro,,[CLS] gall ##etas con chi ##sp ##as de chocolate mini chip ##s ah ##oy bol ##sa 50 g [SEP]
sixpack galleta costa gran cereal clásica 36g,S/4.30,0,Costa,Metro,,[CLS] six ##pac ##k gall ##eta costa gran ce ##real clásica 36 ##g [SEP]
sixpack galletas caritas 189g,S/4.10,0,Costa,Metro,,[CLS] six ##pac ##k gall ##etas car ##itas 189 ##g [SEP]
chocolate relleno con toffe helena peccanroll caja 100 g,S/12.50,25 %,Helena,Metro,,[CLS] chocolate re ##llen ##o con to ##ffe hele ##na pe ##cca ##n ##roll caja 100 g [SEP]
pastillas de chocolate la ibérica 150g,S/14.80,20 %,La Ibérica,Metro,,[CLS] pasti ##llas de chocolate la i ##bé ##rica 150 ##g [SEP]
chocolate mini barritas milky la ibérica 10un,S/21.20,0,La Ibérica,Metro,,[CLS] chocolate mini barri ##tas milk ##y la i ##bé ##rica 10 ##un [SEP]
bombones la ibérica cremas surtidas 150g,S/18.70,0,La Ibérica,Metro,,[CLS] bomb ##ones la i ##bé ##rica c ##rema ##s sur ##tida ##s 150 ##g [SEP]
marshmellows ambrosoli mellows bolsa 230 g,S/5.40,0,Ambrosoli,Metro,,[CLS] mars ##hme ##llo ##ws amb ##ros ##oli me ##llo ##ws bol ##sa 230 g [SEP]
marshmellows tropical bolsa 255 g,S/12.90,0,Guandy,Metro,,[CLS] mars ##hme ##llo ##ws tropical bol ##sa 255 g [SEP]
gomitas ambrosoli frugel 430g,S/14.90,0,Ambrosoli,Metro,,[CLS] go ##mita ##s amb ##ros ##oli fr ##uge ##l 430 ##g [SEP]
caramelos ambrosoli cocoroko limon bolsa 350 g,S/7.70,0,Ambrosoli,Metro,,[CLS] cara ##mel ##os amb ##ros ##oli co ##cor ##oko li ##mon bol ##sa 350 g [SEP]
pastina codo chico don vittorio 235g,S/2.30,0,Don Vittorio,Metro,,[CLS] pasti ##na co ##do chi ##co don vit ##torio 235 ##g [SEP]
pastina canuto chico nicolini 235g,S/2.10,0,Nicolini,Metro,,[CLS] pasti ##na can ##uto chi ##co nic ##olin ##i 235 ##g [SEP]
solido de atún florida lata 140g 48329001,S/5.90,24 %,Florida,Metro,,[CLS] solid ##o de at ##ún flor ##ida lata 140 ##g 483 ##2 ##900 ##1 [SEP]
sopa instantánea ajinomen sabor pollo con verduras 80g,S/1.60,0,Ajinomen,Metro,,[CLS] so ##pa instant ##án ##ea aj ##ino ##men sabor poll ##o con ver ##duras 80 ##g [SEP]
quinua perlada superior incasur bolsa 250 gr,S/8.70,0,Incasur,Metro,,[CLS] qui ##nu ##a per ##lada superior in ##cas ##ur bol ##sa 250 gr [SEP]
lentejón costeño bolsa 500 g,S/6.10,0,Costeño,Metro,,[CLS] lente ##jón coste ##ño bol ##sa 500 g [SEP]
frijol castilla costeño bolsa 500 g,S/5.60,0,Costeño,Metro,,[CLS] fri ##jo ##l cast ##illa coste ##ño bol ##sa 500 g [SEP]
frijol panamito costeño bosa 500 g,S/6.00,0,Costeño,Metro,,[CLS] fri ##jo ##l pan ##ami ##to coste ##ño bos ##a 500 g [SEP]
garbanzos costeño bolsa 500 g,S/6.00,0,Costeño,Metro,,[CLS] gar ##ban ##zos coste ##ño bol ##sa 500 g [SEP]
papa seca tesoro del campo bolsa 500 g,S/7.25,0,Tesoro del Campo,Metro,,[CLS] papa seca tesoro del campo bol ##sa 500 g [SEP]
frijol panamito tesoro del campo bolsa 500 g,S/5.60,0,Tesoro del Campo,Metro,,[CLS] fri ##jo ##l pan ##ami ##to tesoro del campo bol ##sa 500 g [SEP]
pallar tesoro del campo bolsa 500 g,S/7.59,0,Tesoro del Campo,Metro,,[CLS] pal ##lar tesoro del campo bol ##sa 500 g [SEP]
arveja verde tesoro del campo bolsa 500 g,S/3.70,0,Tesoro del Campo,Metro,,[CLS] arv ##eja verde tesoro del campo bol ##sa 500 g [SEP]
arroz integral costeño bolsa 750 g,S/. 5.30,0,Costeño,Metro,,[CLS] arroz integral coste ##ño bol ##sa 750 g [SEP]
aceite de oliva filippo berio extra virgen 500ml,S/. 21.68,24 %,Filippo Berio,Metro,,[CLS] aceite de oli ##va fil ##ip ##po beri ##o extra vir ##gen 500 ##ml [SEP]
aceite de oliva extra virgen carbonell botella 1 lt,S/. 45.90,0,Carbonell,Metro,,[CLS] aceite de oli ##va extra vir ##gen carbone ##ll bot ##ella 1 lt [SEP]
aceite de oliva la española extra virgen botella 500 ml,S/. 19.90,31 %,La Española,Metro,,[CLS] aceite de oli ##va la española extra vir ##gen bot ##ella 500 ml [SEP]
aceite de oliva el olivar virgen botella 200 ml,S/12.90,0,El Olivar,Metro,,[CLS] aceite de oli ##va el oli ##var vir ##gen bot ##ella 200 ml [SEP]
aceite de oliva extra virgen carbonell botella 250 ml,S/. 15.90,0,Carbonell,Metro,,[CLS] aceite de oli ##va extra vir ##gen carbone ##ll bot ##ella 250 ml [SEP]
aceite de ajonjolí alida chiang botella 60 ml,S/8.99,0,Alida Chiang,Metro,,[CLS] aceite de ajo ##njo ##lí ali ##da chia ##ng bot ##ella 60 ml [SEP]
papas lays ondas flamin' hot 90g,S/5.10,0,Lay's,Metro,,[CLS] papa ##s lay ##s ondas fl ##ami ##n ' hot 90 ##g [SEP]
chicle trident sabor yerbabuena 45.5g,S/9.10,0,Trident,Metro,,[CLS] chi ##cle tri ##dent sabor yer ##bab ##uen ##a 45 . 5 ##g [SEP]
chicle trident sabor fresa 45.5g,S/9.00,0,Trident,Metro,,[CLS] chi ##cle tri ##dent sabor fr ##esa 45 . 5 ##g [SEP]
chicle trident sabor menta 45.5g,S/9.10,0,Trident,Metro,,[CLS] chi ##cle tri ##dent sabor ment ##a 45 . 5 ##g [SEP]
cheetos mega queso 90g,S/5.10,0,Frito Lays,Metro,,[CLS] che ##etos meg ##a que ##so 90 ##g [SEP]
aceite de ajonjolí olivos del sur 200ml,S/12.90,11 %,Olivos del Sur,Metro,,[CLS] aceite de ajo ##njo ##lí oli ##vos del sur 200 ##ml [SEP]
mezcla de nueces y semillas trunuts manímix 150g,S/9.90,0,Trunuts,Metro,,[CLS] mezcla de nu ##ece ##s y semi ##llas tr ##unut ##s man ##ím ##ix 150 ##g [SEP]
fideos cuisine &co linguini 450g,S/4.10,0,cuisine---co,Metro,,[CLS] fi ##deo ##s cuisine & co li ##ngu ##ini 450 ##g [SEP]
premezcla blanca flor keke casero sabor naranja 750g,S/8.65,0,Blanca Flor,Metro,,[CLS] pre ##mez ##cla blanca flor ke ##ke case ##ro sabor nar ##anja 750 ##g [SEP]
sazonador tuco con hongos y laurel la sazón de don benito 63g,S/4.60,0,La Sazón de Don Benito,Metro,,[CLS] sa ##zona ##dor tu ##co con hon ##gos y lau ##rel la sa ##zón de don beni ##to 63 ##g [SEP]
sazonador ají panca sin picante la sazón de don benito 63g,S/1.99,0,La Sazón de Don Benito,Metro,,[CLS] sa ##zona ##dor aj ##í pan ##ca sin pi ##cante la sa ##zón de don beni ##to 63 ##g [SEP]
mayonesa b&d doypack 190g,S/6.00,20 %,b-d,Metro,,[CLS] mayo ##nesa b & d do ##y ##pac ##k 190 ##g [SEP]
bombones de chocolate lindt lindor 37g,S/9.70,11 %,Lindt,Metro,,[CLS] bomb ##ones de chocolate li ##ndt li ##ndor 37 ##g [SEP]
tripack filete de atún en aceite cuisine & co 170g,S/17.70,0,Cuisine & Co,Metro,,[CLS] trip ##ack file ##te de at ##ún en aceite cuisine & co 170 ##g [SEP]
tripack menestras cuisine & co 500g: arveja + lentejón + quinua,S/15.90,14 %,Cuisine & Co,Metro,,[CLS] trip ##ack men ##est ##ras cuisine & co 500 ##g : arv ##eja + lente ##jón + qui ##nu ##a [SEP]
piqueo sanck frito lay 55g,S/2.60,0,Frito Lays,Metro,,[CLS] pi ##que ##o san ##ck fri ##to lay 55 ##g [SEP]
papas fritas en hojuelas inka chips bembos clásica 120g,S/8.10,0,Inka Chips,Metro,,[CLS] papa ##s fri ##tas en ho ##ju ##elas in ##ka chip ##s bem ##bos clásica 120 ##g [SEP]
tortillas de maíz doritos queso fuego 190g,S/6.50,30 %,Frito Lays,Metro,,[CLS] to ##rti ##llas de maí ##z dor ##itos que ##so fuego 190 ##g [SEP]
frejoles negros en conserva essential everyday 425g,S/10.70,0,Essential Everyday,Metro,,[CLS] fr ##ejo ##les negros en conserva essential every ##day 425 ##g [SEP]
chifles crickets sabor leche de tigre 150g,S/7.99,0,Crickets,Metro,,[CLS] chi ##f ##les cricket ##s sabor lec ##he de tigre 150 ##g [SEP]
turrón san josé 1kg,S/33.90,0,San José,Metro,,[CLS] tur ##rón san jos ##é 1 ##kg [SEP]
sixpack oblea dulce kit kat 249g,S/15.50,22 %,Kit Kat,Metro,,[CLS] six ##pac ##k ob ##lea dulce kit kat 249 ##g [SEP]
aceite de coco orgánico cuisine & co 350ml,S/25.99,0,Cuisine & Co,Metro,,[CLS] aceite de co ##co org ##ánico cuisine & co 350 ##ml [SEP]
sopa instantánea sabor a costilla nissin ramen 85g,S/1.70,0,Nissin,Metro,,[CLS] so ##pa instant ##án ##ea sabor a costi ##lla ni ##ssin ra ##men 85 ##g [SEP]
sopa instantánea sabor a camarón nissin ramen 85g,S/1.70,0,Nissin,Metro,,[CLS] so ##pa instant ##án ##ea sabor a cam ##ar ##ón ni ##ssin ra ##men 85 ##g [SEP]
anís entero cuisine & co 8g,S/1.40,0,Cuisine & Co,Metro,,[CLS] an ##ís enter ##o cuisine & co 8 ##g [SEP]
maní tostado cuisine & co 100g,S/4.20,0,Cuisine & Co,Metro,,[CLS] man ##í tos ##tado cuisine & co 100 ##g [SEP]
pack x6 bizcocho relleno caritas 28g,S/. 4.00,0,Costa,Metro,,[CLS] pack x ##6 biz ##co ##cho re ##llen ##o car ##itas 28 ##g [SEP]
pack x24 crema muss sabor chocolate turrón 14g,S/15.10,0,Cremino,Metro,,[CLS] pack x ##24 c ##rema muss sabor chocolate tur ##rón 14 ##g [SEP]
sazonador de pop corn sabor mantequilla costeño pops 81g,S/10.90,0,Costeño,Metro,,[CLS] sa ##zona ##dor de pop corn sabor man ##te ##quilla coste ##ño pop ##s 81 ##g [SEP]
doritos firto lay's 45g,S/2.90,0,Frito Lays,Metro,,[CLS] dor ##itos fir ##to lay ' s 45 ##g [SEP]
vinagre tinto cuisine & co 1l,S/4.60,0,Cuisine & Co,Metro,,[CLS] vin ##ag ##re tin ##to cuisine & co 1 ##l [SEP]
berry crunch original vallealto 250g,S/8.20,18 %,Vallealto,Metro,,[CLS] be ##rry c ##run ##ch original valle ##alt ##o 250 ##g [SEP]
berry mix original vallealto 250g,S/12.90,18 %,Vallealto,Metro,,[CLS] be ##rry mix original valle ##alt ##o 250 ##g [SEP]
toffee sabores surtidos old england toffee 100un.,S/15.20,0,Ambrosoli,Metro,,[CLS] to ##ffe ##e sabor ##es sur ##tidos old engl ##and to ##ffe ##e 100 ##un . [SEP]
pack x6 galletas saladas horneadas cuisine & co gustits 21g,S/2.90,12 %,Cuisine & Co,Metro,,[CLS] pack x ##6 gall ##etas sala ##das horn ##ead ##as cuisine & co gu ##sti ##ts 21 ##g [SEP]
sillao cuisine & co 250ml,S/2.80,0,Cuisine & Co,Metro,,[CLS] sil ##lao cuisine & co 250 ##ml [SEP]
pimienta negra molida cuisine & co frasco 60g,S/9.30,0,Cuisine & Co,Metro,,[CLS] pi ##mien ##ta negra mol ##ida cuisine & co fra ##sco 60 ##g [SEP]
pretzel crunch cuisine & co hearts 200g,S/12.50,10 %,Cuisine & Co,Metro,,[CLS] pret ##zel c ##run ##ch cuisine & co heart ##s 200 ##g [SEP]
halls yerbabuena barra 9un,S/1.60,20 %,Halls,Metro,,[CLS] hall ##s yer ##bab ##uen ##a barra 9 ##un [SEP]
sal parrillera grano grueso cuisine & co 750g,S/6.40,13 %,Cuisine & Co,Metro,,[CLS] sal par ##rill ##era gran ##o gr ##ues ##o cuisine & co 750 ##g [SEP]
vinagreta alacena mostaza y pimienta 190g,S/5.50,0,AlaCena,Metro,,[CLS] vin ##ag ##reta ala ##cena most ##aza y pi ##mien ##ta 190 ##g [SEP]
gelatina umsha sabor piña 120g,S/3.50,0,Umsha,Metro,,[CLS] gela ##tina ums ##ha sabor pi ##ña 120 ##g [SEP]
gelatina umsha sabor uva 120g,S/3.50,0,Umsha,Metro,,[CLS] gela ##tina ums ##ha sabor u ##va 120 ##g [SEP]
pasas morenas vallealto 250g,S/7.90,0,Vallealto,Metro,,[CLS] pasa ##s more ##nas valle ##alt ##o 250 ##g [SEP]
mezcla para panqueques waffles y crepes cuisine & co 720g,S/13.90,0,Cuisine & Co,Metro,,[CLS] mezcla para pan ##que ##ques wa ##ffle ##s y c ##re ##pes cuisine & co 720 ##g [SEP]
harina de avena integral marimiel 300 g,S/13.90,0,Marimiel,Metro,,[CLS] hari ##na de ave ##na integral mari ##mie ##l 300 g [SEP]
ajo en pasta envasado 550 g,S/19.80,0,Sibarita,Metro,,[CLS] ajo en pasta en ##vas ##ado 550 g [SEP]
pack ketchup 425 g + mostaza 220 g,S/7.60,20 %,B&D,Metro,,[CLS] pack ket ##chu ##p 425 g + most ##aza 220 g [SEP]
sazonador palillo amarillito sobre 32.4 g,S/1.05,0,Sibarita,Metro,,[CLS] sa ##zona ##dor pal ##illo amar ##ill ##ito sobre 32 . 4 g [SEP]
sal gruesa 600 g,S/7.84,20 %,maras-gourmet,Metro,,[CLS] sal gr ##uesa 600 g [SEP]
wafer de maní con cobertura sabor chocolate mini bolsa 24 unid,S/11.20,11 %,Bon o Bon,Metro,,[CLS] wa ##fer de man ##í con cobertura sabor chocolate mini bol ##sa 24 uni ##d [SEP]
lentejón bolsa 350 g,S/4.10,0,Tesoro del Campo,Metro,,[CLS] lente ##jón bol ##sa 350 g [SEP]
algarrobina frasco 500 g,S/21.50,0,Olivos del Sur,Metro,,[CLS] al ##gar ##ro ##bina fra ##sco 500 g [SEP]
arroz superior bolsa 10 kg,S/. 35.90,0,Metro,Metro,,[CLS] arroz superior bol ##sa 10 kg [SEP]
galleta de agua nubbe agua san jorge paquete 14 g caja 20 unid,S/8.80,0,San Jorge,Metro,,[CLS] gall ##eta de agua nu ##bbe agua san jo ##rge pa ##quet ##e 14 g caja 20 uni ##d [SEP]
chocolate oscuro 85% cacao dark tableta 100g,S/14.90,25 %,Belgian,Metro,,[CLS] chocolate oscuro 85 % ca ##cao dark table ##ta 100 ##g [SEP]
chocolate con leche 44% cacao montblanc 190g,S/19.90,0,MontBlanc,Metro,,[CLS] chocolate con lec ##he 44 % ca ##cao mont ##bla ##nc 190 ##g [SEP]
kétchup cuisine & co 400g,S/11.70,0,Cuisine & Co,Metro,,[CLS] két ##chu ##p cuisine & co 400 ##g [SEP]
mayonesa tradicional cuisine & co 333g,S/11.90,0,Cuisine & Co,Metro,,[CLS] mayo ##nesa tradicional cuisine & co 333 ##g [SEP]
premezcla keke sabor chocolate cuisine & co bolsa 800 g,S/10.90,5 %,Cuisine & Co,Metro,,[CLS] pre ##mez ##cla ke ##ke sabor chocolate cuisine & co bol ##sa 800 g [SEP]
chocolate con leche triángulo barra 30 g caja 10 unid,S/14.90,19 %,Triángulo,Metro,,[CLS] chocolate con lec ##he tri ##áng ##ulo barra 30 g caja 10 uni ##d [SEP]
chocolate relleno con crema de maní princesa barra 30 g caja 10 unid,S/14.90,19 %,Princesa,Metro,,[CLS] chocolate re ##llen ##o con c ##rema de man ##í princesa barra 30 g caja 10 uni ##d [SEP]
leche condensada gloria doypack 90 g,S/2.99,0,Gloria,Metro,,[CLS] lec ##he conde ##nsa ##da gloria do ##y ##pac ##k 90 g [SEP]
habas fritas cuisine&co bolsa 100 g,S/5.40,0,Cuisine & Co,Metro,,[CLS] hab ##as fri ##tas cuisine & co bol ##sa 100 g [SEP]
galleta de chocolate con crema oreo paquete 216 g + galleta de chocolate doña pepa paquete 138 g,S/7.60,20 %,Oreo,Metro,,[CLS] gall ##eta de chocolate con c ##rema ore ##o pa ##quet ##e 216 g + gall ##eta de chocolate do ##ña pe ##pa pa ##quet ##e 138 g [SEP]
tortillas de maíz clásica cuisine & co bolsa 65 g,S/2.80,0,Cuisine & Co,Metro,,[CLS] to ##rti ##llas de maí ##z clásica cuisine & co bol ##sa 65 g [SEP]
boliquesos horneados cheetos bolsa 130 g,S/5.20,0,Frito Lays,Metro,,[CLS] boli ##ques ##os horn ##ead ##os che ##etos bol ##sa 130 g [SEP]
sal de maras con ají panca cuisine & co frasco 80 g,S/13.99,0,Cuisine & Co,Metro,,[CLS] sal de mara ##s con aj ##í pan ##ca cuisine & co fra ##sco 80 g [SEP]
canchita serrana sabor queso cuisine & co pote 160 g,S/5.52,20 %,Cuisine & Co,Metro,,[CLS] can ##chi ##ta serra ##na sabor que ##so cuisine & co pot ##e 160 g [SEP]
canchita serrana cuisine & co pote 180 g,S/5.52,20 %,Cuisine & Co,Metro,,[CLS] can ##chi ##ta serra ##na cuisine & co pot ##e 180 g [SEP]
canchita andina cuisine & co pote 180 g,S/6.08,20 %,Cuisine & Co,Metro,,[CLS] can ##chi ##ta and ##ina cuisine & co pot ##e 180 g [SEP]
cereales bañados con chocolate choco yogurt 2 cerritos bolsa 125 g,S/9.99,0,2 Cerritos,Metro,,[CLS] ce ##real ##es ba ##ñado ##s con chocolate cho ##co yo ##gur ##t 2 ce ##rri ##tos bol ##sa 125 g [SEP]
cocktail de nueces villa natura 250g,S/15.60,0,Villa Natura,Metro,,[CLS] co ##ckt ##ail de nu ##ece ##s villa natura 250 ##g [SEP]
maní con pasas sin sal villa natura 250g,S/8.99,0,Villa Natura,Metro,,[CLS] man ##í con pasa ##s sin sal villa natura 250 ##g [SEP]
cancha chulpi villa natura 150g,S/7.10,0,Villa Natura,Metro,,[CLS] can ##cha chu ##lp ##i villa natura 150 ##g [SEP]
mixtura sin sal villa natura 150g,S/9.90,0,Villa Natura,Metro,,[CLS] mix ##tura sin sal villa natura 150 ##g [SEP]
pasion mix villa natura 150g,S/8.90,21 %,Villa Natura,Metro,,[CLS] pasi ##on mix villa natura 150 ##g [SEP]
cocktail de nueces villa natura 150g,S/7.50,15 %,Villa Natura,Metro,,[CLS] co ##ckt ##ail de nu ##ece ##s villa natura 150 ##g [SEP]
chicle sabores surtidos fini ensalada de frutas ácidas 80g,S/4.60,6 %,Fini,Metro,,[CLS] chi ##cle sabor ##es sur ##tidos fini ens ##ala ##da de fr ##utas á ##cidas 80 ##g [SEP]
gomitas sabores surtidos fini ositos 90g,S/4.60,6 %,Fini,Metro,,[CLS] go ##mita ##s sabor ##es sur ##tidos fini osi ##tos 90 ##g [SEP]
sólido de atún en aceite vegetal cuisine & co 170g,S/5.12,20 %,Cuisine & Co,Metro,,[CLS] só ##lido de at ##ún en aceite vegetal cuisine & co 170 ##g [SEP]
harina cuisine & co preparada bolsa 1 kg,S/6.80,6 %,Cuisine & Co,Metro,,[CLS] hari ##na cuisine & co pre ##parada bol ##sa 1 kg [SEP]
grageas de colores tronquitos 2 cerritos bolsa 125 g,S/7.80,0,2 Cerritos,Metro,,[CLS] gra ##gea ##s de colores tron ##quito ##s 2 ce ##rri ##tos bol ##sa 125 g [SEP]
salsa casera molitalia 190g,S/3.90,0,Molitalia,Metro,,[CLS] salsa case ##ra mol ##ital ##ia 190 ##g [SEP]
cocktail de nueces original vallealto 150g,S/7.70,0,Vallealto,Metro,,[CLS] co ##ckt ##ail de nu ##ece ##s original valle ##alt ##o 150 ##g [SEP]
cocktail de nueces original vallealto 250g,S/12.50,19 %,Vallealto,Metro,,[CLS] co ##ckt ##ail de nu ##ece ##s original valle ##alt ##o 250 ##g [SEP]
salsa verde peruana casa verde 190g,S/7.90,0,Casa Verde,Metro,,[CLS] salsa verde per ##uana casa verde 190 ##g [SEP]
cobertura sabor a chocolate bitter nestlé tableta 500 g,S/14.90,0,Nestlé,Metro,,[CLS] cobertura sabor a chocolate bitter nest ##lé table ##ta 500 g [SEP]
galletas de arroz cuisine & co doypack 120 g,S/6.50,0,Cuisine & Co,Metro,,[CLS] gall ##etas de arroz cuisine & co do ##y ##pac ##k 120 g [SEP]
galletas de maíz cuisine & co doypack 120 g,S/6.60,0,Cuisine & Co,Metro,,[CLS] gall ##etas de maí ##z cuisine & co do ##y ##pac ##k 120 g [SEP]
guindones sin pepa villa natura 200g,S/11.90,0,Villa Natura,Metro,,[CLS] gu ##indo ##nes sin pe ##pa villa natura 200 ##g [SEP]
chocolate bitter con maní 41% cacao sublime 38g,S/2.50,0,Sublime,Metro,,[CLS] chocolate bitter con man ##í 41 % ca ##cao sub ##lime 38 ##g [SEP]
salsa para lomo saltado lee kum kee botella 445 ml,S/25.50,0,Lee Kum Kee,Metro,,[CLS] salsa para lo ##mo salt ##ado le ##e ku ##m ke ##e bot ##ella 445 ml [SEP]
chocolate con leche sublime sonrisa 38g,S/2.20,0,Sublime,Metro,,[CLS] chocolate con lec ##he sub ##lime son ##ris ##a 38 ##g [SEP]
vinagre de manzana olivos del sur botella 500 ml,S/11.60,0,Olivos del Sur,Metro,,[CLS] vin ##ag ##re de man ##zana oli ##vos del sur bot ##ella 500 ml [SEP]
mezcla lista para apanar picante aji-no-mix bolsa 80 gr,S/3.10,0,Ajinomoto,Metro,,[CLS] mezcla lista para apan ##ar pi ##cante aj ##i - no - mix bol ##sa 80 gr [SEP]
sillao aji-no-sillao botella 150 ml,S/2.20,0,Aji-No-Sillao,Metro,,[CLS] sil ##lao aj ##i - no - sil ##lao bot ##ella 150 ml [SEP]
mix peruano de snacks cuisine & co 175g,S/7.50,15 %,Cuisine & Co,Metro,,[CLS] mix peruano de sna ##cks cuisine & co 175 ##g [SEP]
